IntercompanyNo,CompanyCode,FiscalYear,DocumentNo
7557,23888,2003,1782848054
1195,33671,1996,8432409044
1195,56793,2005,7495902187
1195,29521,1990,4954421723
1426,31083,1998,2658589912
1426,94911,1995,0922488132
1426,36338,1989,8042156213
2057,78201,2009,0656020268
2057,7250,1996,6165001926
2057,65451,2007,3424491801
9310,60816,2017,6586020816
9310,51332,2011,9105073909
9310,99868,1987,2428383678
1932,45178,1988,4285845251
1932,19867,1976,2346465203
7586,98025,1971,4048484781
3198,66692,2016,8559472688
3198,25331,1991,9610278520
9190,84039,1981,4475851548
7653,67429,1988,6855340131
7653,35138,2005,5640545522
4205,15324,1986,5025998115
4205,87298,2004,9453786567
4205,93048,1993,1424517690
1402,81176,2017,5572913423
1402,12487,1989,8417291429
1402,19478,1970,0201226360
3320,91424,1991,5702836206
3746,94625,1979,3407222316
3746,45724,1986,4124373908
3746,19713,1986,2899220853
1139,32406,1984,1328754022
153,87082,1989,7730102011
153,65937,1973,0348564945
1804,20182,1981,7614047154
1804,31119,1976,1212068301
5507,79563,1982,1037201987
2573,99522,2009,5671719465
2573,78287,1998,0158432338
2573,14627,2021,4946916076
3774,939,2010,9127468582
3774,56759,1989,0957659751
3774,20832,2018,1711299305
7816,17685,2003,5400137660
7816,90356,1982,8336968004
7816,77839,2019,8316950615
7484,61142,2019,4136544742
7817,71783,1998,0820291450
1588,37965,1985,5314699324
1588,17479,1997,7582094481
1588,90724,1995,8692512498
5616,55002,2010,4299902475
7488,89178,1970,6565431249
9161,45151,1985,4778874120
3803,92517,2001,4562741941
3803,18603,1994,1594101809
6277,30864,2002,5016275311
7482,52031,2006,5879676155
4944,54420,2000,7611949377
4944,54659,1994,2146705753
6217,79630,2018,8467696470
4423,31183,2012,3980087382
261,10501,2017,9574574618
4089,50694,2021,4504136878
4089,31027,2014,4036457575
4089,48612,1991,2238030847
4929,46626,1993,9843262341
4929,54419,1982,3426997804
6229,56514,1990,2738434726
4756,32506,2006,9029778380
4756,14145,2024,6550522771
3167,59243,2017,5270064625
3167,73419,1989,8420709249
3167,44709,2011,1245603787
6911,44022,1970,1342599893
1687,68085,2003,7058991810
1687,29681,1973,9636719954
1687,52105,1997,9019738919
7886,71779,2000,3906160217
7886,74076,1972,9738135005
7886,85421,2016,8165021390
2168,66199,2024,9450284217
2168,51524,1973,4139340142
2168,63672,1990,9445220314
7700,67884,1979,8066978155
7700,91864,1983,4041637724
9428,23693,2008,3094105555
9428,21599,2002,4822719858
9428,59070,1989,1478324594
6335,18202,1988,0683339571
6335,25573,2014,0998076003
6335,43882,1985,5954768646
2708,48244,1998,9171279560
2708,98557,1978,6646453667
2708,61724,1991,9849415481
4736,41786,2003,1790775290
1905,29114,2013,2550991776
4823,17989,2024,5462086321
4823,77266,1972,5258090902
3315,56050,1973,3786504238
3315,75712,1978,5379655850
5086,90612,1991,5476620659
5086,12289,2008,3547594374
5086,21682,1990,9323080708
878,4295,2016,4418397260
878,86141,1985,6522032412
878,19859,2016,2735330199
6009,68300,1985,5140132140
7822,80915,2007,1838842569
7822,99991,2003,5237590709
2460,65374,1997,5642682318
2460,65467,2021,7029961339
2460,78093,2022,2764055275
3233,67355,1980,1662178338
3233,73953,1987,1177079370
1614,25436,1977,5561298698
8241,78323,1976,5664244023
8241,84634,2019,5809729558
672,5013,1988,6027111968
672,20001,2004,5930678452
672,89476,1982,4660467427
5745,64263,2014,1427742063
5745,65990,1995,1303605515
4017,76519,1993,9894992221
4017,67429,1986,3062098717
3432,66318,1971,5660190222
3432,58777,1993,9770980017
3432,99224,2015,6662430098
9327,29152,1977,5808345080
9327,24751,1994,0871990500
6213,66203,1982,2494501158
1468,75531,1974,8503487954
1468,78447,1998,2618445420
1468,97416,1996,9797342011
8555,1513,2012,4805735012
8555,591,1989,7941588620
8555,3469,1990,5767817924
4270,20516,2023,0585440833
4270,52997,2020,5902537508
4270,53566,1983,9771528924
8518,78720,2007,4844854267
8518,56943,1987,3025048569
8518,28657,2022,8288927358
1076,48539,2017,1131769063
2275,963,1989,2833782380
2275,23865,2023,2409917043
4590,2520,1998,6163891247
4590,4271,1970,7348095066
9360,43666,2015,5125678804
9360,29790,2002,8608934256
3808,64424,2012,9537707500
3808,15887,1997,5322908877
7023,92542,2013,8354665523
7023,52684,2024,6602784727
6408,9231,1970,0720936461
6408,344,2014,8919096854
4415,66921,2020,0924995318
4427,86806,1995,2931041864
4427,11539,2013,6735659214
9463,96442,2000,2718722652
9463,56026,2005,4026819864
9463,59210,2006,8768536061
178,68773,2018,7987901545
178,8641,2010,0982721439
178,75130,2007,5792220421
4317,51436,1983,7846307371
4317,34452,1996,1720595202
4317,67342,2014,7679081802
6811,99179,2018,0123349401
6811,80938,1991,7114546120
6552,18779,2003,1203190908
6552,98165,2006,8146882816
6552,54420,1981,9850297335
2495,68221,1993,7157828518
2495,36162,1989,7368014868
2495,59797,1972,5357099071
9314,14389,1973,9765725378
9314,54679,1988,0933862529
9314,24621,1973,4730155543
3810,97212,2004,2493116266
3810,99297,1998,4965524727
8005,24832,2005,3848924054
8005,57570,1997,7249773008
1519,46454,2003,7025210880
1519,36372,2016,7394927449
717,46417,1977,9314885311
4370,82437,1987,1778804349
4370,25878,2015,8125238481
4370,10471,2010,6713019302
530,8736,2022,0643811873
530,64596,2001,7778355186
530,70066,2021,7493419689
7813,81017,2005,3825521075
862,48345,2022,4442111315
862,67006,2022,7374908742
5654,62046,2022,4874195137
9956,17404,2020,2137800778
2894,96904,2019,7237564284
2894,28525,1972,6671532120
5472,98149,2015,1376216441
9203,82694,1982,8350205099
9203,26902,1981,4070437626
9203,55176,1996,8010500605
7672,67870,1999,6661761344
7052,9676,2000,0559221526
8902,82525,2014,7024649472
8902,63092,2017,6114561763
8902,7416,1981,5481792830
9086,38756,1989,0028454830
9086,57952,1977,2725441337
9086,45969,1986,0206694311
1864,43116,2016,3092235527
7747,98617,1976,7175308818
7747,88090,1992,1363428570
7747,90898,1974,8429834493
3812,91422,2006,8891219292
3812,44415,1979,2444373607
3812,52619,1976,6638577663
4679,49989,1994,8069741420
4679,20639,2004,0827051288
9936,56024,2001,8798253249
9936,27296,2000,9708543862
9936,19966,1972,8923763755
3298,93815,1978,6845553967
9539,56155,2006,8068392122
7124,52851,2004,7015240158
7124,94946,1998,8992516951
1393,52723,1970,4732386570
7147,73099,1982,3594693940
7147,65367,1973,2134431150
7147,51976,2023,7084931930
1837,30332,2006,5186845910
1837,8749,2006,7249237832
1837,61163,2013,1164599902
9112,90958,2009,8285795004
2580,5961,2016,8829227940
2580,58110,2005,9268883007
2011,25878,2016,9595090474
8758,29164,2017,9725905483
5956,13942,2008,2770134649
5956,88966,2012,2918922123
5956,64893,2008,3643311213
8406,42718,1975,7190158821
8406,1592,1990,7719771594
9471,90301,2009,6966071709
9471,84984,1987,2105491842
9471,40847,1989,3965361887
2186,45925,1983,3363630057
2186,17860,2010,5430614514
2863,46496,2015,8018483689
2863,78167,1975,7484169612
2863,86525,1998,4483597980
1070,84673,1978,3970956303
6057,91772,2007,3173108969
6,3118,2010,1413598792
6,60932,2020,5230188445
6872,82040,1984,8423929065
6872,91286,1995,5814938963
6872,34457,1991,6877335505
7961,56604,2004,2448227884
7961,20437,2001,5262206159
9322,22519,2012,3795513942
9322,59322,1975,9658742744
9897,7057,2024,9652939382
9897,48936,2023,7795464461
1130,81275,2007,9762613492
1130,27724,1979,7133219484
1130,48748,1986,8516075356
5959,50690,1997,8225826443
1934,7137,2007,3912541723
1934,12733,2008,6566045548
1934,3432,1981,3782455025
9334,86806,2024,3526338636
9334,55686,2022,1934040653
3689,6453,2020,7973174441
3689,90065,1995,1081316748
3689,77385,1985,8485139012
580,64619,2004,3209586862
1577,51809,2008,9953376921
1577,5122,1996,8606608525
7105,98822,2018,3889091057
7105,93247,2003,5681141463
7105,19202,1979,7025651287
348,42449,2020,5144419783
5387,19264,1976,9133472352
5387,86618,2020,2063296702
5387,81077,2008,5111095769
3722,72470,1999,9904708861
3722,61481,2002,7429125195
3722,55737,1989,8897217020
4200,49311,1982,3925067316
3356,59210,1986,0147318237
3461,17878,1985,5393654941
1004,47826,2004,7433000116
1004,88684,1975,6919502120
1311,19119,1980,8038202220
5943,5419,1982,7961908466
5943,479,2011,2213778387
7675,38055,2005,0723443257
7675,56050,1979,4962929673
8341,20370,2016,7097555892
4424,62037,2022,8933306518
4424,57532,1990,4228263592
4424,22329,2001,3905392125
9506,50140,1997,8367059373
4256,63088,1972,6932171381
8905,13761,2004,2313548904
8905,14554,2015,9398702905
4292,53716,1994,3563597354
4292,32741,1991,2421008370
5567,90213,1988,6101846361
5567,23662,1974,0449090461
5567,8029,2003,9221278614
6995,29075,1977,3419782930
6995,91342,1987,9444529551
1011,21243,2013,4209099754
1011,78713,1990,1942958780
9012,16844,1993,5207798995
9012,56204,1976,0563450900
785,18160,2004,8118360870
235,46844,1997,7988775705
2025,47826,1982,4156254881
5066,36195,2024,5281850642
5066,48708,2016,9018295086
5066,58380,1989,5097382869
3101,27831,1974,6599550920
3101,84673,1985,6120832971
6722,10455,2019,9891250829
3013,88195,1971,1221598334
3575,46779,1988,6534133012
3575,5064,1985,5796740967
3134,71204,1986,9485641128
3134,75510,2002,7818610435
3134,83857,1988,1552332394
5271,47288,2011,3272999184
4716,64311,1991,6551483059
4716,58370,1997,3119877052
2987,94843,1973,5099704880
2987,40599,1996,7994783306
2987,63315,1995,0750813901
6175,58020,2014,1413495359
6175,65315,1991,5914534205
8281,17458,1993,6074412200
6095,83560,1996,0997155299
1389,9781,2021,8588526851
1389,2804,1977,6857820000
1389,21656,1970,6456023487
8374,15111,1993,5827610657
3729,54057,1986,2858114035
9778,80770,2022,3702252664
9778,25204,2019,6332461957
2712,36139,1991,4985125469
9701,8548,1993,8711639822
415,873,1997,6401576870
415,52573,2011,4014819656
415,61592,1994,1344114997
2415,98987,1975,5152634840
2415,95579,2011,6204977986
9703,86617,2008,3297031724
3953,18521,2018,7758322480
3953,66194,1977,0492950962
3953,95659,1988,0100701924
5625,52674,1979,0484747872
1319,29502,2000,0930598014
1541,45964,1978,1913317659
1541,8444,2005,9378820979
1541,15054,1993,2537609916
9922,65513,2001,6439350347
9922,70577,2018,7935162813
5599,17482,2005,9848239444
3173,13111,1983,5040419856
3173,36574,2013,7387580180
2277,27668,1985,2223502063
3707,81322,1998,2725911422
3707,55627,1986,4317874379
3707,4786,2023,4054382605
4579,58540,2012,5672682902
4579,56946,1970,2830971477
4579,94817,1999,5451368012
7274,46417,1972,8486097461
5007,43752,2016,4730125098
5007,26596,1989,8381143249
5007,44183,2000,1194274716
7969,48398,1975,8657566017
7969,42342,1973,8127607082
7969,70984,1998,2474772299
7581,87285,1999,6251812427
7581,11213,1972,7182230188
6524,78713,1986,8415879204
6524,75123,1971,0667118742
6524,19034,1981,5945082520
2262,46626,2018,7807518899
2262,14768,1987,0931157873
2262,41780,1979,9341579454
9101,34528,2012,4622288052
9101,20300,2020,9161739938
9101,50999,1971,9848438366
2811,12218,2013,1092093656
6804,10538,2024,0195466546
5148,98774,2013,0742967836
7272,71064,1998,7633709463
7272,9218,2008,3249788092
1552,81567,1974,4461427012
1898,23224,1980,4683345685
1898,5705,2022,3715583341
3438,99359,1972,9197188412
3438,60310,2022,0210756222
1032,73099,2002,4620855155
1394,70433,2002,6583073938
1394,24358,1986,7853992968
700,87682,1987,8939394982
2335,78300,2013,9955943581
2335,42934,1981,8536251406
6156,65107,1976,5710951981
6156,57868,2015,0129000308
718,27782,2024,3651767311
7165,71258,2016,3501179005
7165,91798,2005,7436452279
7165,90250,2017,4979758691
3724,77952,1973,8379022393
2886,60582,1989,1134276509
5613,58301,2007,2499972637
1058,76275,1975,2895556544
1220,61219,1970,3770378413
1220,68584,1998,2529375027
2742,69785,1998,3230629598
2742,79969,1995,0511735578
955,56759,2015,8691496680
955,83846,2018,1089153544
955,73057,2002,8042043186
7887,19461,1971,3053212674
7887,18966,1978,9001977781
304,12278,1990,1506677708
304,93111,1973,3404922681
1900,76081,2023,3113006684
1900,20323,2020,0735907595
1900,20877,1974,5000655220
9023,14762,2017,0019207704
9023,91366,1972,6815033814
8014,46626,1981,6287176420
6911,3701,2001,1720281023
6911,17989,1987,4032324936
4273,14620,1986,8804236840
4273,92669,2002,2924303211
4273,84115,2012,5490012297
4152,48891,2021,9909275690
8052,35421,1977,3863696529
8052,9954,2007,3585179622
9545,77219,1988,2524823611
6644,5355,2020,9340852879
9079,11760,1999,5162309121
7278,1632,2019,1159825729
7278,96302,2010,3494358170
9662,51627,1979,7935346620
9662,17402,2001,6755645681
9662,57633,1979,4145605428
2591,1253,1972,7622211356
2591,19415,2003,2044416456
9565,73472,2014,4087821579
9565,32158,2018,4776531123
6929,62015,1975,5117805407
2448,35204,1973,2542115401
340,26504,2021,1224475682
764,74997,1990,5031619800
4285,51705,1975,9965626956
4285,83507,1978,3787219382
2132,19179,1973,2029400577
2132,52214,1982,7861203306
8445,22853,2008,6194197226
8445,44639,2007,9383273633
8445,6475,1987,6478240491
608,23865,1971,0438116613
5486,79561,1990,3824875753
5486,23684,1990,2424765113
6867,20870,1974,4189423732
6867,60618,1998,0273097425
6867,44151,2001,4539785632
3773,90070,2012,2919247308
3773,61440,1994,5323845480
3773,13178,1993,8840063105
4011,4628,1986,1692255979
4011,30524,1980,7301208225
4544,72048,2005,0794087099
4544,23448,2023,5498694090
8957,12135,1973,5553543795
4878,68359,2001,0188741348
4878,88654,2010,6521626583
2082,70529,1990,6924113487
2082,41869,2000,8414304345
4942,26170,1977,0902323121
4942,69634,1996,6261953955
7927,28091,2010,2906390438
5599,70219,2008,4834774182
5599,79781,1975,9594878442
391,11258,2013,1608149830
391,99730,1978,7895469109
391,23334,1972,0358137192
4647,66374,1997,9160164489
4647,81178,2008,3467681875
4647,14175,2023,2827104930
2890,61287,2017,0877339734
8133,82719,2023,9701391882
8855,57899,1997,7158066207
8855,99730,1972,1986622997
1867,30060,1971,3589050091
1867,10409,1996,4296443499
1867,64030,2023,9788002588
6292,75028,2007,8599121325
4419,61682,1999,1082206525
5847,39749,1997,4418606821
5847,99083,2021,2297516284
9031,34730,1984,7616841894
1705,31479,2015,5910531942
5375,53802,2013,9311685541
5375,11439,1991,3681540878
6836,11539,1985,2906816825
6836,32325,1981,3443413416
6836,35492,1997,8743246788
485,94873,1987,8829676640
485,21029,1977,3443275677
1241,98956,1974,4570965301
6984,33280,2013,9256468610
1635,88163,2001,2618349243
9653,74421,2016,8508851082
9653,91064,1976,8188305804
9653,38373,2008,8113580013
4280,29367,1990,2853036014
4280,56230,2003,8656505615
7029,62187,2022,0576051814
7029,85596,1997,1832907169
3482,94459,2005,5483371657
3482,29584,1985,4752397517
3482,98732,1976,8988545677
3749,81441,1975,9723333181
3749,32526,1982,9443108413
6472,3889,2020,0433425865
6472,98598,2019,3154668723
6472,99090,1991,3632835098
6917,96499,1995,3940270595
6917,40486,1984,1895538523
2366,12156,2011,9944431136
2366,19043,1974,7526277698
1345,59639,2006,9585932953
1345,13658,2002,8179261698
1345,20459,1972,8282846590
3440,97406,2021,8057144473
3440,16141,2019,2259737253
5923,95183,1973,8670610193
9140,18282,1996,2027786794
9140,38617,1998,6600762447
3688,82009,2004,5121390942
9767,94434,2018,5226527904
8176,72397,2021,8207615808
8176,29813,2003,4263336679
7736,14446,2024,1466894035
7736,79434,2022,0277050387
7736,98517,2002,7391328555
7919,45552,1980,5818010756
7919,17404,2022,6311813937
7919,93005,1977,7509831148
7899,89394,2015,0907539673
9854,32753,2010,4943018010
9854,69085,1999,1096817493
9854,91342,2008,9455601638
5343,19565,2002,5272709213
5343,92904,1984,1493819221
2304,38072,1970,6057667921
2304,90718,1993,4529323929
1002,45049,2023,9098018667
9192,9278,1975,4162190209
9192,43916,1980,5746334691
3660,10351,2017,0218372936
2435,56604,1971,1601421358
2435,63277,2011,8643380530
4238,43594,1981,3326767766
4238,93505,2008,5142783465
5246,59141,2000,1625297341
5246,11765,1982,8365733088
5246,13726,1974,1722997179
3093,84514,1977,8731387409
9421,73612,2011,6065374893
2782,29586,2012,2511296752
2861,42444,2006,4364658730
2861,81164,1971,4454065532
3275,37073,2013,9981527347
3544,75068,1980,9895925152
3544,23300,2006,4441945908
3316,29108,1991,2372370976
3316,85946,2020,0655437491
4680,15423,1995,5763595130
8505,43915,1973,9483142649
8505,81349,2018,2825066704
6946,36571,1977,6047979690
970,72579,2010,6198679662
970,50694,2024,7364630897
5879,30510,1979,9175120244
4362,55764,1990,6805889262
4362,21209,2008,1493863164
876,25331,1994,7276233792
599,50807,1973,8739998100
599,68217,2018,2124645635
2931,69203,1985,2948360279
2931,4877,2015,2902650401
4648,78534,1993,7395645179
8356,78125,2010,9117394213
2447,60510,1993,4151103591
2447,22894,1981,0856759436
2447,97999,1993,8479929288
4645,12878,2018,9797087111
1935,23681,1990,3630119403
3563,57372,2022,6276203602
3563,30137,1981,2753921075
3563,81122,1983,4350203417
6808,90346,2002,5827839603
9600,98476,2002,0760157149
9862,89920,1991,6137260655
9862,92277,1980,6175702215
9862,51141,1997,1130608235
5150,55007,2003,0785300362
5150,96671,2003,6754779816
3746,56317,1972,3194651862
3746,97125,1989,4022275053
3746,5429,1996,5907506046
5148,6640,1976,0381592864
2425,91278,2012,3036634536
2425,25262,2024,4367277994
2425,16791,2016,7633156287
8174,65507,1985,2803196627
8174,87067,1990,0762041386
6535,79556,1978,4591655008
3163,3175,2003,7516486774
3163,14648,1979,3459276472
3227,73599,1996,5813405559
3227,28227,1981,4539287415
3227,87277,2019,5491263759
8284,78557,1998,0621345382
8284,40794,2010,0031851642
8284,9797,1992,5920069301
6397,42458,2002,0979002140
265,20712,1974,1232806383
265,24333,1982,5458279215
265,93048,2000,5294698778
9130,83564,2016,8505443924
3889,30864,1974,1595929643
3889,5606,2010,4047157273
3889,41957,1973,0702397772
2162,8716,1991,3445928540
4636,29567,2023,4181345048
4636,59241,1999,3723746579
5246,52149,2011,5713714009
5246,1832,2024,7149362268
9184,90017,1979,0228790132
9184,89593,2001,1684448774
9184,15523,2001,9749776392
439,44126,2018,0620519181
439,81200,1983,3789782304
613,42182,1973,0748945451
613,13111,1981,9002956137
6307,67870,2016,5979111131
6307,59210,1981,5870114280
6307,4220,2013,3779811613
547,98754,1984,7163303533
8350,86661,2009,3319812324
8350,74125,2019,3839557815
8350,46531,1974,0895587623
9340,66709,1993,4978881638
9340,5519,2017,2517424877
9340,78244,2019,2893890074
9886,98340,1986,1203941917
9886,53930,2011,6176772861
1963,20674,2020,2717311257
1963,96330,1970,8050915744
1963,50,1985,2642611559
5737,57390,1975,5820379086
5737,97773,2023,6948016658
