CompanyCode,FiscalYear,DocumentNo
56759,1989,0957659751
20832,2018,1711299305
17685,2003,5400137660
90356,1982,8336968004
77839,2019,8316950615
61142,2019,4136544742
71783,1998,0820291450
37965,1985,5314699324
17479,1997,7582094481
90724,1995,8692512498
55002,2010,4299902475
89178,1970,6565431249
45151,1985,4778874120
92517,2001,4562741941
18603,1994,1594101809
30864,2002,5016275311
52031,2006,5879676155
54420,2000,7611949377
54659,1994,2146705753
79630,2018,8467696470
31183,2012,3980087382
10501,2017,9574574618
50694,2021,4504136878
31027,2014,4036457575
48612,1991,2238030847
46626,1993,9843262341
54419,1982,3426997804
56514,1990,2738434726
32506,2006,9029778380
14145,2024,6550522771
59243,2017,5270064625
73419,1989,8420709249
44709,2011,1245603787
44022,1970,1342599893
68085,2003,7058991810
29681,1973,9636719954
52105,1997,9019738919
71779,2000,3906160217
74076,1972,9738135005
85421,2016,8165021390
66199,2024,9450284217
51524,1973,4139340142
63672,1990,9445220314
67884,1979,8066978155
91864,1983,4041637724
23693,2008,3094105555
21599,2002,4822719858
59070,1989,1478324594
18202,1988,0683339571
25573,2014,0998076003
43882,1985,5954768646
48244,1998,9171279560
98557,1978,6646453667
61724,1991,9849415481
41786,2003,1790775290
29114,2013,2550991776
17989,2024,5462086321
77266,1972,5258090902
56050,1973,3786504238
75712,1978,5379655850
90612,1991,5476620659
12289,2008,3547594374
21682,1990,9323080708
4295,2016,4418397260
86141,1985,6522032412
19859,2016,2735330199
68300,1985,5140132140
80915,2007,1838842569
99991,2003,5237590709
65374,1997,5642682318
65467,2021,7029961339
78093,2022,2764055275
67355,1980,1662178338
73953,1987,1177079370
25436,1977,5561298698
78323,1976,5664244023
84634,2019,5809729558
5013,1988,6027111968
20001,2004,5930678452
89476,1982,4660467427
64263,2014,1427742063
65990,1995,1303605515
76519,1993,9894992221
67429,1986,3062098717
66318,1971,5660190222
58777,1993,9770980017
99224,2015,6662430098
29152,1977,5808345080
24751,1994,0871990500
66203,1982,2494501158
75531,1974,8503487954
78447,1998,2618445420
97416,1996,9797342011
1513,2012,4805735012
591,1989,7941588620
3469,1990,5767817924
20516,2023,0585440833
52997,2020,5902537508
53566,1983,9771528924
78720,2007,4844854267
56943,1987,3025048569
28657,2022,8288927358
48539,2017,1131769063
963,1989,2833782380
23865,2023,2409917043
2520,1998,6163891247
4271,1970,7348095066
43666,2015,5125678804
29790,2002,8608934256
64424,2012,9537707500
15887,1997,5322908877
92542,2013,8354665523
52684,2024,6602784727
9231,1970,0720936461
344,2014,8919096854
66921,2020,0924995318
86806,1995,2931041864
11539,2013,6735659214
96442,2000,2718722652
56026,2005,4026819864
59210,2006,8768536061
68773,2018,7987901545
8641,2010,0982721439
75130,2007,5792220421
51436,1983,7846307371
34452,1996,1720595202
67342,2014,7679081802
99179,2018,0123349401
80938,1991,7114546120
18779,2003,1203190908
98165,2006,8146882816
54420,1981,9850297335
68221,1993,7157828518
36162,1989,7368014868
59797,1972,5357099071
14389,1973,9765725378
54679,1988,0933862529
24621,1973,4730155543
97212,2004,2493116266
99297,1998,4965524727
24832,2005,3848924054
57570,1997,7249773008
46454,2003,7025210880
36372,2016,7394927449
46417,1977,9314885311
82437,1987,1778804349
25878,2015,8125238481
10471,2010,6713019302
8736,2022,0643811873
64596,2001,7778355186
70066,2021,7493419689
81017,2005,3825521075
48345,2022,4442111315
67006,2022,7374908742
62046,2022,4874195137
17404,2020,2137800778
96904,2019,7237564284
28525,1972,6671532120
98149,2015,1376216441
82694,1982,8350205099
26902,1981,4070437626
55176,1996,8010500605
67870,1999,6661761344
9676,2000,0559221526
82525,2014,7024649472
63092,2017,6114561763
7416,1981,5481792830
38756,1989,0028454830
57952,1977,2725441337
45969,1986,0206694311
43116,2016,3092235527
98617,1976,7175308818
88090,1992,1363428570
90898,1974,8429834493
91422,2006,8891219292
44415,1979,2444373607
52619,1976,6638577663
49989,1994,8069741420
20639,2004,0827051288
56024,2001,8798253249
27296,2000,9708543862
19966,1972,8923763755
93815,1978,6845553967
56155,2006,8068392122
52851,2004,7015240158
94946,1998,8992516951
52723,1970,4732386570
73099,1982,3594693940
65367,1973,2134431150
51976,2023,7084931930
30332,2006,5186845910
8749,2006,7249237832
61163,2013,1164599902
90958,2009,8285795004
5961,2016,8829227940
58110,2005,9268883007
25878,2016,9595090474
29164,2017,9725905483
13942,2008,2770134649
88966,2012,2918922123
64893,2008,3643311213
42718,1975,7190158821
1592,1990,7719771594
90301,2009,6966071709
84984,1987,2105491842
40847,1989,3965361887
45925,1983,3363630057
17860,2010,5430614514
46496,2015,8018483689
78167,1975,7484169612
86525,1998,4483597980
84673,1978,3970956303
91772,2007,3173108969
3118,2010,1413598792
60932,2020,5230188445
82040,1984,8423929065
91286,1995,5814938963
34457,1991,6877335505
56604,2004,2448227884
20437,2001,5262206159
22519,2012,3795513942
59322,1975,9658742744
7057,2024,9652939382
48936,2023,7795464461
81275,2007,9762613492
27724,1979,7133219484
48748,1986,8516075356
50690,1997,8225826443
7137,2007,3912541723
12733,2008,6566045548
3432,1981,3782455025
86806,2024,3526338636
55686,2022,1934040653
6453,2020,7973174441
90065,1995,1081316748
77385,1985,8485139012
64619,2004,3209586862
51809,2008,9953376921
5122,1996,8606608525
98822,2018,3889091057
93247,2003,5681141463
19202,1979,7025651287
42449,2020,5144419783
19264,1976,9133472352
86618,2020,2063296702
81077,2008,5111095769
72470,1999,9904708861
61481,2002,7429125195
55737,1989,8897217020
49311,1982,3925067316
59210,1986,0147318237
17878,1985,5393654941
47826,2004,7433000116
88684,1975,6919502120
19119,1980,8038202220
5419,1982,7961908466
479,2011,2213778387
38055,2005,0723443257
56050,1979,4962929673
20370,2016,7097555892
62037,2022,8933306518
57532,1990,4228263592
22329,2001,3905392125
50140,1997,8367059373
63088,1972,6932171381
13761,2004,2313548904
14554,2015,9398702905
53716,1994,3563597354
32741,1991,2421008370
90213,1988,6101846361
23662,1974,0449090461
8029,2003,9221278614
29075,1977,3419782930
91342,1987,9444529551
21243,2013,4209099754
78713,1990,1942958780
16844,1993,5207798995
56204,1976,0563450900
18160,2004,8118360870
46844,1997,7988775705
47826,1982,4156254881
36195,2024,5281850642
48708,2016,9018295086
58380,1989,5097382869
27831,1974,6599550920
84673,1985,6120832971
10455,2019,9891250829
88195,1971,1221598334
46779,1988,6534133012
5064,1985,5796740967
71204,1986,9485641128
75510,2002,7818610435
83857,1988,1552332394
47288,2011,3272999184
64311,1991,6551483059
58370,1997,3119877052
94843,1973,5099704880
40599,1996,7994783306
63315,1995,0750813901
58020,2014,1413495359
65315,1991,5914534205
17458,1993,6074412200
83560,1996,0997155299
9781,2021,8588526851
2804,1977,6857820000
21656,1970,6456023487
15111,1993,5827610657
54057,1986,2858114035
80770,2022,3702252664
25204,2019,6332461957
36139,1991,4985125469
8548,1993,8711639822
873,1997,6401576870
52573,2011,4014819656
61592,1994,1344114997
98987,1975,5152634840
95579,2011,6204977986
86617,2008,3297031724
18521,2018,7758322480
66194,1977,0492950962
95659,1988,0100701924
52674,1979,0484747872
29502,2000,0930598014
45964,1978,1913317659
8444,2005,9378820979
15054,1993,2537609916
65513,2001,6439350347
70577,2018,7935162813
17482,2005,9848239444
13111,1983,5040419856
36574,2013,7387580180
27668,1985,2223502063
81322,1998,2725911422
55627,1986,4317874379
4786,2023,4054382605
58540,2012,5672682902
56946,1970,2830971477
94817,1999,5451368012
46417,1972,8486097461
43752,2016,4730125098
26596,1989,8381143249
44183,2000,1194274716
48398,1975,8657566017
42342,1973,8127607082
70984,1998,2474772299
87285,1999,6251812427
11213,1972,7182230188
78713,1986,8415879204
75123,1971,0667118742
19034,1981,5945082520
46626,2018,7807518899
14768,1987,0931157873
41780,1979,9341579454
34528,2012,4622288052
20300,2020,9161739938
50999,1971,9848438366
12218,2013,1092093656
10538,2024,0195466546
98774,2013,0742967836
71064,1998,7633709463
9218,2008,3249788092
81567,1974,4461427012
23224,1980,4683345685
5705,2022,3715583341
99359,1972,9197188412
60310,2022,0210756222
73099,2002,4620855155
70433,2002,6583073938
24358,1986,7853992968
87682,1987,8939394982
78300,2013,9955943581
42934,1981,8536251406
65107,1976,5710951981
57868,2015,0129000308
27782,2024,3651767311
71258,2016,3501179005
91798,2005,7436452279
90250,2017,4979758691
77952,1973,8379022393
60582,1989,1134276509
58301,2007,2499972637
76275,1975,2895556544
61219,1970,3770378413
68584,1998,2529375027
69785,1998,3230629598
79969,1995,0511735578
56759,2015,8691496680
83846,2018,1089153544
73057,2002,8042043186
19461,1971,3053212674
18966,1978,9001977781
12278,1990,1506677708
93111,1973,3404922681
76081,2023,3113006684
20323,2020,0735907595
20877,1974,5000655220
14762,2017,0019207704
91366,1972,6815033814
46626,1981,6287176420
3701,2001,1720281023
17989,1987,4032324936
14620,1986,8804236840
92669,2002,2924303211
84115,2012,5490012297
48891,2021,9909275690
35421,1977,3863696529
9954,2007,3585179622
77219,1988,2524823611
5355,2020,9340852879
11760,1999,5162309121
1632,2019,1159825729
96302,2010,3494358170
51627,1979,7935346620
17402,2001,6755645681
57633,1979,4145605428
1253,1972,7622211356
19415,2003,2044416456
73472,2014,4087821579
32158,2018,4776531123
62015,1975,5117805407
35204,1973,2542115401
26504,2021,1224475682
74997,1990,5031619800
51705,1975,9965626956
83507,1978,3787219382
19179,1973,2029400577
52214,1982,7861203306
22853,2008,6194197226
44639,2007,9383273633
6475,1987,6478240491
23865,1971,0438116613
79561,1990,3824875753
23684,1990,2424765113
20870,1974,4189423732
60618,1998,0273097425
44151,2001,4539785632
90070,2012,2919247308
61440,1994,5323845480
13178,1993,8840063105
4628,1986,1692255979
30524,1980,7301208225
72048,2005,0794087099
23448,2023,5498694090
12135,1973,5553543795
68359,2001,0188741348
88654,2010,6521626583
70529,1990,6924113487
41869,2000,8414304345
26170,1977,0902323121
69634,1996,6261953955
28091,2010,2906390438
70219,2008,4834774182
79781,1975,9594878442
11258,2013,1608149830
99730,1978,7895469109
23334,1972,0358137192
66374,1997,9160164489
81178,2008,3467681875
14175,2023,2827104930
61287,2017,0877339734
82719,2023,9701391882
57899,1997,7158066207
99730,1972,1986622997
30060,1971,3589050091
10409,1996,4296443499
64030,2023,9788002588
75028,2007,8599121325
61682,1999,1082206525
39749,1997,4418606821
99083,2021,2297516284
34730,1984,7616841894
31479,2015,5910531942
53802,2013,9311685541
11439,1991,3681540878
11539,1985,2906816825
32325,1981,3443413416
35492,1997,8743246788
94873,1987,8829676640
21029,1977,3443275677
98956,1974,4570965301
33280,2013,9256468610
88163,2001,2618349243
74421,2016,8508851082
91064,1976,8188305804
38373,2008,8113580013
29367,1990,2853036014
56230,2003,8656505615
62187,2022,0576051814
85596,1997,1832907169
94459,2005,5483371657
29584,1985,4752397517
98732,1976,8988545677
81441,1975,9723333181
32526,1982,9443108413
3889,2020,0433425865
98598,2019,3154668723
99090,1991,3632835098
96499,1995,3940270595
40486,1984,1895538523
12156,2011,9944431136
19043,1974,7526277698
59639,2006,9585932953
13658,2002,8179261698
20459,1972,8282846590
97406,2021,8057144473
16141,2019,2259737253
95183,1973,8670610193
18282,1996,2027786794
38617,1998,6600762447
82009,2004,5121390942
94434,2018,5226527904
72397,2021,8207615808
29813,2003,4263336679
14446,2024,1466894035
79434,2022,0277050387
98517,2002,7391328555
45552,1980,5818010756
17404,2022,6311813937
93005,1977,7509831148
89394,2015,0907539673
32753,2010,4943018010
69085,1999,1096817493
91342,2008,9455601638
19565,2002,5272709213
92904,1984,1493819221
38072,1970,6057667921
90718,1993,4529323929
45049,2023,9098018667
9278,1975,4162190209
43916,1980,5746334691
10351,2017,0218372936
56604,1971,1601421358
63277,2011,8643380530
43594,1981,3326767766
93505,2008,5142783465
59141,2000,1625297341
11765,1982,8365733088
13726,1974,1722997179
84514,1977,8731387409
73612,2011,6065374893
29586,2012,2511296752
42444,2006,4364658730
81164,1971,4454065532
37073,2013,9981527347
75068,1980,9895925152
23300,2006,4441945908
29108,1991,2372370976
85946,2020,0655437491
15423,1995,5763595130
43915,1973,9483142649
81349,2018,2825066704
36571,1977,6047979690
72579,2010,6198679662
50694,2024,7364630897
30510,1979,9175120244
55764,1990,6805889262
21209,2008,1493863164
25331,1994,7276233792
50807,1973,8739998100
68217,2018,2124645635
69203,1985,2948360279
4877,2015,2902650401
78534,1993,7395645179
78125,2010,9117394213
60510,1993,4151103591
22894,1981,0856759436
97999,1993,8479929288
12878,2018,9797087111
23681,1990,3630119403
57372,2022,6276203602
30137,1981,2753921075
81122,1983,4350203417
90346,2002,5827839603
98476,2002,0760157149
89920,1991,6137260655
92277,1980,6175702215
51141,1997,1130608235
55007,2003,0785300362
96671,2003,6754779816
56317,1972,3194651862
97125,1989,4022275053
5429,1996,5907506046
6640,1976,0381592864
91278,2012,3036634536
25262,2024,4367277994
16791,2016,7633156287
65507,1985,2803196627
87067,1990,0762041386
79556,1978,4591655008
3175,2003,7516486774
14648,1979,3459276472
73599,1996,5813405559
28227,1981,4539287415
87277,2019,5491263759
78557,1998,0621345382
40794,2010,0031851642
9797,1992,5920069301
42458,2002,0979002140
20712,1974,1232806383
24333,1982,5458279215
93048,2000,5294698778
83564,2016,8505443924
30864,1974,1595929643
5606,2010,4047157273
41957,1973,0702397772
8716,1991,3445928540
29567,2023,4181345048
59241,1999,3723746579
52149,2011,5713714009
1832,2024,7149362268
90017,1979,0228790132
89593,2001,1684448774
15523,2001,9749776392
44126,2018,0620519181
81200,1983,3789782304
42182,1973,0748945451
13111,1981,9002956137
67870,2016,5979111131
59210,1981,5870114280
4220,2013,3779811613
98754,1984,7163303533
86661,2009,3319812324
74125,2019,3839557815
46531,1974,0895587623
66709,1993,4978881638
5519,2017,2517424877
78244,2019,2893890074
98340,1986,1203941917
53930,2011,6176772861
20674,2020,2717311257
96330,1970,8050915744
50,1985,2642611559
57390,1975,5820379086
97773,2023,6948016658
63881,1997,0505055032
42243,2004,1667762945
62187,2016,9587931614
22493,2008,7741313915
65651,2002,1877463939
39561,2001,4442067135
37655,1982,7865137620
44767,2009,1541354180
16783,2004,9166762408
71763,2008,1621245883
15445,1993,8458648886
69121,2004,9162833261
28744,2011,6547211576
99790,2023,9995490299
15523,1982,6938069212
2359,2020,6038127834
40600,1970,4228365958
17779,1977,9377582015
87204,2001,2129337388
51543,2017,0295974195
29137,1977,8808406940
61859,2016,2870552987
67712,1978,8322811193
48321,2001,5044125387
32571,1986,0690797281
85104,2021,2746848492
37853,2018,6546218926
83588,2018,2773198092
3261,2012,7325671362
62024,1998,2040396290
57341,1987,0371065168
696,1990,3375569716
71977,2022,9596561158
94754,2012,9331688040
1632,2002,6636102530
95273,1984,6898745153
29346,1977,4269065922
65872,2019,0314220294
64017,1987,3089641128
79939,1987,7556065756
73472,2000,6526647383
60207,1982,0532801509
29560,2015,3383203705
42102,1973,5889191968
41968,2003,4443395808
6678,2010,8807727006
46648,1988,2490112545
22743,1980,4894059698
69078,2015,7578884321
82342,1986,6181029829
31710,1990,6211851512
22983,2019,6230688241
43300,2000,4430895375
61682,1973,5569919207
84656,1998,5858154496
94937,2008,6007669197
66906,2011,2971733897
3654,2003,7043243480
62909,1979,3343183291
28484,1979,1383061448
23675,1979,0086983598
49843,2000,3705483069
85541,2004,1164983104
2851,2001,6693464525
64318,2008,9328073740
91772,1992,1395975072
12022,2005,2425165806
57987,2013,3557622710
90543,2013,2081771225
29633,1988,0332520513
59816,2018,4593010327
86488,1980,6987809841
95958,2002,8624406377
24947,1982,2813090868
2946,1991,4790439742
32121,1986,0655296715
42308,2017,8161057311
68016,1977,6234980011
95625,2018,4040539428
35970,1981,1904537460
97303,1999,3723142370
13750,1986,3478099926
28406,2022,2723976846
20479,1980,7484255281
39752,2005,8049819097
25838,1993,0418166121
94187,1991,2736290599
2664,2006,7676276259
33140,2012,3951434525
57674,2005,1835381104
60248,2000,4580656929
86243,1982,9465344144
88771,1979,7768865686
55063,1971,7013879718
7255,1981,4220928647
27415,2018,0706439008
16956,1992,1833106994
46717,2007,3011838399
4359,1978,7784757095
27130,1993,6409611048
88090,2019,7084958283
35615,1982,6062715017
44394,1982,6514931852
55120,2015,2814218806
30247,2014,8715006800
12681,1977,5140848723
75028,2017,5524287516
78867,2017,0663318082
21623,1976,7247124151
14603,1989,7708914745
77194,1992,4197090597
67789,1996,2257720907
29643,2004,1037471834
16646,2016,2636028789
35477,2008,9499444086
2007,1974,5397862058
21754,2010,5646132627
81017,1993,1221833147
3889,2005,5367378796
10697,2024,8445298672
4271,2020,3510886002
47818,1982,6993809387
19707,2018,9757434176
71393,2002,4458697924
59070,1986,7657263400
29576,2003,4707530146
55331,2021,1422064350
64568,1990,5799934770
69917,2002,9814167809
31835,1978,3962955824
44796,2017,3403711654
52745,2008,0871386198
8202,2002,6998463378
45644,1996,1944692712
90078,1987,7340422066
89281,2004,7728866051
396,2004,8018118218
73953,1998,8086125136
27415,2021,4689984354
96911,1980,8726068675
19326,1977,1945416278
50338,1979,6799210142
66692,2009,1652205034
50977,2008,3110303943
33548,2011,4721423199
9954,1974,2703917424
61485,2000,2553329199
79102,1970,3281792249
13085,2005,0097856849
29719,1987,7704359636
